$id,poi_type
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,0
2324,0
2325,1
2326,1
2327,1
2328,1
2329,1
2330,0
2331,1
2332,1
2333,1
2334,1
2335,1
2336,0
2337,1
2338,1
2339,1
2340,1
2341,0
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,1
2350,1
2351,0
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,1
2373,0
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,0
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,1
2407,0
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,0
2432,0
2433,0
2434,1
2435,1
2436,0
2437,0
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,0
2465,1
2466,0
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,0
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,0
2498,0
2499,0
2500,1
2501,1
2502,1
2503,1
2504,1
2505,0
2506,0
2507,0
2508,1
2509,1
2510,0
2511,0
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,1
2520,0
2521,1
2522,1
2523,1
2524,1
2525,0
2526,0
2527,0
2528,0
2529,0
2530,1
2531,1
2532,0
2533,0
2534,0
2535,1
2536,1
2537,1
2538,0
2539,1
2540,1
2541,1
2542,1
2543,0
2544,0
2545,0
2546,1
2547,1
2548,1
2549,0
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,0
2559,0
2560,1
2561,0
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,0
2570,1
2571,1
2572,1
2573,1
2574,0
2575,1
2576,1
2577,1
2578,1
2579,1
2580,0
2581,0
2582,1
2583,1
2584,0
2585,0
2586,1
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,0
2595,1
2596,1
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,0
2616,1
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,0
2625,0
2626,1
2627,1
2628,1
2629,1
2630,1
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,0
2638,1
2639,1
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,0
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,1
2661,0
2662,1
2663,0
2664,1
2665,1
2666,1
2667,1
2668,0
2669,0
2670,1
2671,1
2672,1
2673,0
2674,0
2675,1
2676,1
2677,1
2678,0
2679,1
2680,1
2681,1
2682,0
2683,1
2684,0
2685,0
2686,1
2687,1
2688,0
2689,0
2690,1
2691,1
2692,0
2693,0
2694,1
2695,1
2696,1
2697,1
2698,1
2699,1
2700,1
2701,0
2702,1
2703,1
2704,1
2705,1
2706,1
2707,1
2708,1
2709,1
2710,0
2711,1
2712,1
2713,1
2714,0
2715,1
2716,0
2717,0
2718,0
2719,1
2720,0
2721,0
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,0
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,0
2763,1
2764,0
2765,1
2766,1
2767,0
2768,1
2769,1
2770,1
2771,1
2772,1
2773,0
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,0
2782,0
2783,1
2784,1
2785,1
2786,1
2787,1
2788,0
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,0
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,1
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,0
2858,0
2859,1
2860,1
2861,0
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2885,1
2886,1
2887,1
2888,0
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,0
2903,1
2904,1
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,0
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,1
2924,1
2925,1
2926,1
2927,1
2928,1
2929,0
2930,1
2931,0
2932,1
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,0
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,0
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2971,1
2972,0
2973,0
2974,1
2975,0
2976,0
2977,1
2978,0
2979,1
2980,0
2981,1
2982,1
2983,0
2984,1
2985,0
2986,1
2987,1
2988,1
2989,0
2990,1
2991,0
2992,0
2993,1
2994,0
2995,1
2996,1
2997,1
2998,1
2999,1
3000,1
3001,0
3002,1
3003,1
3004,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,1
3011,0
3012,0
3013,0
3014,0
3015,0
3016,1
3017,0
3018,0
3019,1
3020,1
3021,1
3022,1
3023,1
3024,0
3025,0
3026,1
3027,1
3028,0
3029,1
3030,0
3031,1
3032,1
3033,1
3034,1
3035,1
3036,1
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,0
3054,1
3055,1
3056,1
3057,1
3058,0
3059,0
3060,1
3061,0
3062,1
3063,0
3064,0
3065,1
3066,1
3067,1
3068,1
3069,0
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,1
3077,0
3078,1
3079,1
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,0
3088,0
3089,0
3090,1
3091,0
3092,0
3093,1
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,0
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,1
3112,1
3113,1
3114,0
3115,1
3116,1
3117,0
3118,1
3119,1
3120,0
3121,1
3122,1
3123,1
3124,1
3125,1
3126,1
3127,0
3128,0
3129,0
3130,1
3131,1
3132,1
3133,0
3134,0
3135,0
3136,0
3137,0
3138,1
3139,1
3140,0
3141,1
3142,0
3143,1
3144,0
3145,0
3146,1
3147,1
3148,1
3149,1
3150,0
3151,0
3152,1
3153,1
3154,1
3155,0
3156,1
3157,0
3158,1
3159,1
3160,0
3161,1
3162,0
3163,0
3164,1
3165,1
3166,1
3167,1
3168,1
3169,1
3170,0
3171,1
3172,1
3173,1
3174,1
3175,0
3176,1
3177,1
3178,1
3179,0
3180,1
3181,1
3182,0
3183,1
3184,1
3185,0
3186,0
3187,1
3188,0
3189,0
3190,1
3191,1
3192,0
3193,0
3194,0
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,0
3202,1
3203,1
3204,1
3205,1
3206,1
3207,0
3208,1
3209,0
3210,1
3211,1
3212,1
3213,1
3214,0
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,0
3228,0
3229,1
3230,1
3231,0
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,0
3248,0
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,0
3256,1
3257,0
3258,1
3259,1
3260,1
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,1
3268,1
3269,1
3270,1
3271,0
3272,1
3273,1
3274,1
3275,1
3276,0
3277,0
3278,0
3279,0
3280,1
3281,0
3282,0
3283,0
3284,1
3285,0
3286,0
3287,0
3288,1
3289,1
3290,1
3291,1
3292,1
3293,0
3294,0
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,1
3306,1
3307,0
3308,1
3309,1
3310,0
3311,1
3312,1
3313,1
3314,1
3315,0
3316,1
3317,1
3318,0
3319,0
3320,1
3321,1
3322,1
3323,0
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,0
3331,1
3332,1
3333,1
3334,1
3335,1
3336,1
3337,0
3338,1
3339,1
3340,1
3341,0
3342,1
3343,0
3344,1
3345,1
3346,1
3347,1
3348,0
3349,1
3350,1
3351,1
3352,0
3353,1
3354,0
3355,1
3356,1
3357,1
3358,1
3359,0
3360,0
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,1
3375,1
3376,0
3377,1
3378,1
3379,0
3380,1
3381,1
3382,1
3383,0
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,1
3398,1
3399,1
3400,1
3401,1
3402,1
3403,1
3404,0
3405,0
3406,0
3407,1
3408,1
3409,0
3410,0
3411,1
3412,1
3413,1
3414,0
3415,0
3416,1
3417,0
3418,1
3419,0
3420,1
3421,1
3422,1
3423,1
3424,1
3425,0
3426,0
3427,0
3428,1
3429,0
3430,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,0
3437,1
3438,1
3439,1
3440,1
3441,0
3442,0
3443,1
3444,1
3445,1
3446,1
3447,0
3448,1
3449,1
3450,1
3451,0
3452,1
3453,0
3454,1
3455,1
3456,0
3457,1
3458,1
3459,1
3460,1
3461,1
3462,0
3463,0
3464,1
3465,0
3466,0
3467,0
3468,0
3469,1
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,1
3477,1
3478,1
3479,1
3480,0
3481,1
3482,1
3483,1
3484,1
3485,1
3486,0
3487,1
3488,1
3489,1
3490,1
3491,1
3492,0
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,0
3502,0
3503,0
3504,1
3505,1
3506,0
3507,0
3508,1
3509,0
3510,0
3511,1
3512,0
3513,1
3514,0
3515,0
3516,0
3517,0
3518,1
3519,1
3520,0
3521,1
3522,0
3523,0
3524,0
3525,0
3526,0
3527,1
3528,0
3529,1
3530,0
3531,1
3532,1
3533,0
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,0
3542,1
3543,1
3544,0
3545,1
3546,0
3547,0
3548,1
3549,1
3550,0
3551,0
3552,1
3553,0
3554,1
3555,0
3556,1
3557,1
3558,0
3559,1
3560,1
3561,0
3562,1
3563,0
3564,0
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,0
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,0
3596,1
3597,1
3598,1
3599,1
3600,1
3601,1
3602,1
3603,1
3604,0
3605,1
3606,1
3607,1
3608,1
3609,1
3610,0
3611,1
3612,1
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,1
3644,0
3645,1
3646,1
3647,0
3648,1
3649,1
3650,1
3651,1
3652,0
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,1
3685,1
3686,1
3687,1
3688,0
3689,0
3690,1
3691,1
3692,0
3693,0
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,1
3701,0
3702,0
3703,1
3704,1
3705,1
3706,1
3707,0
3708,1
3709,1
3710,1
3711,1
3712,1
3713,0
3714,1
3715,1
3716,1
3717,1
3718,1
3719,1
3720,0
3721,0
3722,0
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,1
3741,1
3742,1
3743,1
3744,0
3745,1
3746,1
3747,0
3748,0
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,1
3758,0
3759,1
3760,1
3761,1
3762,1
3763,1
3764,1
3765,1
3766,0
3767,1
3768,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,1
3775,1
3776,1
3777,1
3778,1
3779,1
3780,1
3781,1
3782,1
3783,0
3784,0
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,1
3795,1
3796,1
3797,1
3798,1
3799,1
3800,1
3801,0
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,1
3829,1
3830,1
3831,0
3832,1
3833,1
3834,0
3835,1
3836,1
3837,0
3838,1
3839,1
3840,0
3841,1
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,0
3851,0
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,0
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,0
3875,1
3876,0
3877,1
3878,1
3879,1
3880,0
3881,1
3882,1
3883,1
3884,0
3885,1
3886,0
3887,1
3888,1
3889,1
3890,0
3891,0
3892,1
3893,0
3894,1
3895,1
3896,0
3897,0
3898,1
3899,0
3900,1
3901,1
3902,1
3903,1
3904,1
3905,1
3906,0
3907,1
3908,0
3909,1
3910,1
3911,0
3912,1
3913,0
3914,1
3915,1
3916,0
3917,1
3918,1
3919,1
3920,1
3921,0
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,1
3933,1
3934,0
3935,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,1
3949,1
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,0
3966,1
3967,1
3968,1
3969,1
3970,1
3971,0
3972,1
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,0
3980,0
3981,1
3982,1
3983,1
3984,0
3985,0
3986,1
3987,1
3988,0
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,0
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,0
4007,1
4008,1
4009,0
4010,1
4011,1
4012,1
4013,1
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,0
4021,1
4022,1
4023,1
4024,1
4025,0
4026,1
4027,1
4028,1
4029,0
4030,1
4031,1
4032,0
4033,0
4034,1
4035,0
4036,0
4037,0
4038,1
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,0
4046,1
4047,0
4048,1
4049,0
4050,0
4051,1
4052,1
4053,0
4054,1
4055,0
4056,1
4057,0
4058,0
4059,1
4060,0
4061,1
4062,0
4063,0
4064,1
4065,0
4066,1
4067,0
4068,0
4069,1
4070,1
4071,0
4072,1
4073,1
4074,0
4075,1
4076,1
4077,1
4078,1
4079,1
4080,0
4081,0
4082,1
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,1
4090,1
4091,1
4092,1
4093,0
4094,1
4095,1
4096,1
4097,1
4098,0
4099,0
4100,0
4101,1
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,0
4110,1
4111,1
4112,1
4113,1
4114,1
4115,0
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,0
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,1
4146,1
4147,0
4148,0
4149,0
4150,0
4151,0
4152,1
4153,1
4154,1
4155,1
4156,0
4157,1
4158,1
4159,1
4160,0
4161,1
4162,1
4163,0
4164,0
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,0
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,1
4181,0
4182,1
4183,1
4184,0
4185,1
4186,0
4187,1
4188,0
4189,0
4190,1
4191,0
4192,0
4193,1
4194,1
4195,1
4196,0
4197,1
4198,0
4199,1
4200,1
4201,0
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4208,0
4209,1
4210,1
4211,1
4212,1
4213,1
4214,1
4215,1
4216,0
4217,1
4218,1
4219,1
4220,1
4221,0
4222,1
4223,1
4224,1
4225,1
4226,1
4227,0
4228,1
4229,1
4230,1
4231,1
4232,1
4233,0
4234,1
4235,1
4236,1
4237,1
4238,1
4239,1
4240,1
4241,1
4242,1
4243,1
4244,1
4245,0
4246,1
4247,0
4248,0
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,1
4265,1
4266,1
4267,1
4268,1
4269,1
4270,1
4271,1
4272,0
4273,1
4274,1
4275,1
4276,1
4277,0
4278,0
4279,1
4280,0
4281,0
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,1
4289,1
4290,1
4291,1
4292,0
4293,1
4294,0
4295,0
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,0
4314,1
4315,1
4316,1
4317,0
4318,1
4319,1
4320,1
4321,1
4322,1
4323,0
4324,1
4325,1
4326,1
4327,1
4328,1
4329,1
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,1
4337,1
4338,0
4339,0
4340,1
4341,0
4342,1
4343,1
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,1
4354,1
4355,0
4356,0
4357,1
4358,1
4359,1
4360,1
4361,1
4362,1
4363,1
4364,1
4365,1
4366,1
4367,0
4368,1
4369,1
4370,1
4371,1
4372,1
4373,0
4374,0
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,1
4382,0
4383,0
4384,1
4385,1
4386,1
4387,1
4388,1
4389,1
4390,1
4391,1
4392,1
4393,1
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,0
4412,1
4413,1
4414,1
4415,1
4416,0
4417,1
4418,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,1
4425,1
4426,1
4427,0
4428,1
4429,1
4430,1
4431,1
4432,1
